0,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

16,1.00,0.00,0.00,1.50,80,1.00,0.00,0.00,1.50,80

33,inputA,outputA,a_adjust,inputB,outputB,b_adjust

49,0.00,1.50,80,0.00,1.50,80

63,0.00,1.50,80,0.00,1.50,80

82,0.00,1.50,80,0.00,1.50,80

98,0.00,1.50,80,0.00,1.50,80

117,0.00,1.50,80,0.00,1.50,80

132,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

148,10.00,0.00,0.00,1.50,80,10.00,0.00,0.00,1.50,80

163,inputA,outputA,a_adjust,inputB,outputB,b_adjust

182,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

197,10.00,10.00,0.00,1.50,80,10.00,10.00,0.00,1.50,80

213,inputA,outputA,a_adjust,inputB,outputB,b_adjust

233,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

250,10.00,10.00,0.00,1.50,80,10.00,10.00,0.00,1.50,80

267,inputA,outputA,a_adjust,inputB,outputB,b_adjust

282,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

298,10.00,10.00,0.00,1.50,80,10.00,10.00,0.00,1.50,80

314,inputA,outputA,a_adjust,inputB,outputB,b_adjust

332,0.00,1.50,80,0.00,1.50,80

348,0.00,31.80,80,0.00,31.80,80

364,0.00,31.80,80,0.00,31.80,80

386,0.00,31.80,80,0.00,31.80,80

396,0.00,31.80,80,0.00,31.80,80

417,0.00,32.10,80,0.00,32.10,80

432,0.00,32.10,80,0.00,32.10,80

446,0.00,32.10,80,0.00,32.10,80

464,0.00,32.10,80,0.00,32.10,80

482,0.00,32.40,80,0.00,32.40,80

500,0.00,32.40,80,0.00,32.40,80

516,0.00,32.40,80,0.00,32.40,80

533,0.00,32.40,80,0.00,32.40,80

550,0.00,32.40,80,0.00,32.40,80

563,0.00,32.70,80,0.00,32.70,80

584,0.00,32.70,80,0.00,32.70,80

597,0.00,32.70,80,0.00,32.70,80

615,0.00,32.70,80,0.00,32.70,80

633,0.00,33.00,80,0.00,32.70,80

649,0.00,33.00,80,0.00,33.00,80

666,0.00,33.00,80,0.00,33.00,80

682,0.00,33.00,80,0.00,33.00,80

701,0.00,33.00,80,0.00,33.00,80

714,0.00,33.30,80,0.00,33.00,80

733,0.00,33.30,80,0.00,33.30,80

747,0.00,33.30,80,0.00,33.30,80

766,0.00,33.30,80,0.00,33.30,80

783,0.00,33.60,80,0.00,33.30,80

799,0.00,33.60,80,0.00,33.30,80

813,0.00,33.60,80,0.00,33.60,80

833,0.00,33.60,80,0.00,33.60,80

849,0.00,33.60,80,0.00,33.60,80

864,0.00,33.90,80,0.00,33.60,80

882,0.00,33.90,80,0.00,33.90,80

898,0.00,33.90,80,0.00,33.90,80

916,0.00,33.90,80,0.00,33.90,80

933,0.00,34.20,80,0.00,33.90,80

949,0.00,34.20,80,0.00,33.90,80

964,0.00,34.20,80,0.00,34.20,80

983,0.00,34.20,80,0.00,34.20,80

998,0.00,34.20,80,0.00,34.20,80

1014,0.00,34.50,80,0.00,34.20,80

1032,0.00,34.50,80,0.00,34.50,80

1050,0.00,34.50,80,0.00,34.50,80

1063,0.00,34.50,80,0.00,34.50,80

1082,0.00,34.80,80,0.00,34.50,80

1098,0.00,34.80,80,0.00,34.50,80

1113,0.00,34.80,80,0.00,34.80,80

1132,0.00,34.80,80,0.00,34.80,80

1149,0.00,35.10,80,0.00,34.80,80

1163,0.00,35.10,80,0.00,34.80,80

1183,0.00,35.10,80,0.00,34.80,80

1198,0.00,35.10,80,0.00,35.10,80

1214,0.00,35.10,80,0.00,35.10,80

1233,0.00,35.40,80,0.00,35.10,80

1248,0.00,35.40,80,0.00,35.10,80

1264,0.00,35.40,80,0.00,35.10,80

1282,0.00,35.40,80,0.00,35.40,80

1299,0.00,35.70,80,0.00,35.40,80

1314,0.00,35.70,80,0.00,35.40,80

1333,0.00,35.70,80,0.00,35.40,80

1347,1.44,35.70,80,0.00,35.70,80

1364,1.44,21.46,80,0.00,35.70,80

1383,1.44,21.46,80,0.00,35.70,80

1398,1.44,21.46,80,0.00,35.70,80

1416,1.44,21.46,80,0.00,35.70,80

1432,1.44,21.46,80,1.35,36.00,80

1447,1.44,21.62,80,1.35,36.00,80

1464,1.44,21.62,80,1.35,36.00,80

1482,1.44,21.62,80,1.35,36.00,80

1496,1.44,21.62,80,1.35,22.65,80

1513,1.44,21.62,80,1.35,22.65,80

1533,1.44,21.77,80,1.35,22.65,80

1547,1.44,21.77,80,1.35,22.65,80

1567,1.44,21.77,80,1.35,22.65,80

1582,1.44,21.77,80,1.35,22.81,80

1598,1.44,21.93,80,1.35,22.81,80

1616,1.44,21.93,80,1.35,22.81,80

1633,1.44,21.93,80,1.35,22.81,80

1647,1.44,21.93,80,1.35,22.98,80

1665,1.44,22.08,80,1.35,22.98,80

1683,1.44,22.08,80,1.35,22.98,80

1697,1.44,22.08,80,1.35,22.98,80

1717,1.44,22.08,80,1.35,22.98,80

1732,1.44,22.08,80,1.35,23.14,80

1748,1.44,22.24,80,1.35,23.14,80

1763,1.44,22.24,80,1.35,23.14,80

1783,1.44,22.24,80,1.35,23.14,80

1798,1.44,22.24,80,1.35,23.14,80

1815,1.44,22.40,80,1.35,23.31,80

1833,1.44,22.40,80,1.35,23.31,80

1846,1.44,22.40,80,1.35,23.31,80

1863,1.44,22.40,80,1.35,23.31,80

1882,1.44,22.40,80,1.35,23.31,80

1897,1.44,22.55,80,1.35,23.47,80

1916,1.44,22.55,80,1.35,23.47,80

1933,1.44,22.55,80,1.35,23.47,80

1947,1.44,22.55,80,1.35,23.47,80

1964,1.44,22.71,80,1.35,23.64,80

1982,1.44,22.71,80,1.35,23.64,80

1999,1.44,22.71,80,1.35,23.64,80

2014,1.44,22.71,80,1.35,23.64,80

2033,1.44,22.71,80,1.35,23.64,80

2050,1.44,22.86,80,1.35,23.80,80

2066,1.44,22.86,80,1.35,23.80,80

2083,1.44,22.86,80,1.35,23.80,80

2098,1.44,22.86,80,1.35,23.80,80

2114,1.44,23.02,80,1.35,23.97,80

2132,1.44,23.02,80,1.35,23.97,80

2150,1.44,23.02,80,1.35,23.97,80

2167,1.44,23.02,80,1.35,23.97,80

2183,1.44,23.02,80,2.89,23.97,80

2196,1.44,23.18,80,2.89,8.57,80

2216,1.44,23.18,80,2.89,8.57,80

2233,1.44,23.18,80,2.89,8.57,80

2248,1.44,23.18,80,2.89,8.57,80

2266,1.44,23.33,80,2.89,8.58,80

2282,2.33,23.33,80,2.89,8.58,80

2297,2.33,23.33,80,2.89,8.58,80

2314,2.33,23.33,80,2.89,8.58,80

2333,2.33,23.33,80,2.89,8.58,80

2348,2.33,14.52,80,2.89,8.59,80

2367,2.33,14.52,80,2.89,8.59,80

2382,2.33,14.52,80,2.89,8.59,80

2400,2.33,14.52,80,2.89,8.59,80

2415,2.33,14.52,80,2.89,8.59,80

2432,2.33,14.59,80,2.89,8.60,80

2448,2.33,14.59,80,2.89,8.60,80

2464,2.33,14.59,80,2.89,8.60,80

2483,2.33,14.59,80,2.89,8.60,80

2500,2.33,14.59,80,2.89,8.60,80

2513,2.33,14.66,80,2.89,8.61,80

2532,2.33,14.66,80,2.89,8.61,80

2547,2.33,14.66,80,2.89,8.61,80

2565,2.33,14.66,80,2.89,8.61,80

2583,2.33,14.73,80,2.89,8.62,80

2599,2.33,14.73,80,2.89,8.62,80

2617,2.33,14.73,80,2.89,8.62,80

2632,2.33,14.73,80,2.89,8.62,80

2647,2.33,14.73,80,2.89,8.62,80

2663,2.33,14.79,80,2.89,8.63,80

2683,2.33,14.79,80,2.89,8.63,80

2697,2.33,14.79,80,2.89,8.63,80

2716,2.33,14.79,80,2.89,8.63,80

2732,2.33,14.79,80,2.89,8.63,80

2750,2.33,14.86,80,2.89,8.64,80

2763,2.33,14.86,80,2.89,8.64,80

2783,2.33,14.86,80,2.89,8.64,80

2797,2.33,14.86,80,2.89,8.64,80

