0,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

16,1.00,0.00,0.00,1.50,60,1.00,0.00,0.00,1.50,60

34,inputA,outputA,a_adjust,inputB,outputB,b_adjust

48,0.00,1.50,60,0.00,1.50,60

69,0.00,1.50,60,0.00,1.50,60

83,0.00,1.50,60,0.00,1.50,60

99,0.00,1.50,60,0.00,1.50,60

115,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

135,10.00,0.00,0.00,1.50,60,10.00,0.00,0.00,1.50,60

150,inputA,outputA,a_adjust,inputB,outputB,b_adjust

165,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

183,10.00,30.00,0.00,1.50,60,10.00,30.00,0.00,1.50,60

201,inputA,outputA,a_adjust,inputB,outputB,b_adjust

215,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

235,10.00,30.00,5.00,1.50,60,10.00,30.00,5.00,1.50,60

250,inputA,outputA,a_adjust,inputB,outputB,b_adjust

266,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

285,10.00,30.00,5.00,1.50,60,10.00,30.00,5.00,3.00,60

299,inputA,outputA,a_adjust,inputB,outputB,b_adjust

318,0.00,1.50,60,0.00,1.50,60

332,0.00,16.95,60,0.00,32.40,60

350,0.00,16.95,60,0.00,32.40,60

365,0.00,16.95,60,0.00,32.40,60

384,0.00,16.95,60,0.00,32.40,60

398,0.00,16.95,60,0.00,32.40,60

416,0.00,17.40,60,0.00,33.30,60

434,0.00,17.40,60,0.00,33.30,60

451,0.00,17.40,60,0.00,33.30,60

467,0.00,17.40,60,0.00,33.30,60

482,0.00,17.85,60,0.00,34.20,60

500,0.00,17.85,60,0.00,34.20,60

516,0.00,17.85,60,0.00,34.20,60

532,0.00,17.85,60,0.00,34.20,60

549,0.00,17.85,60,0.00,34.20,60

566,0.00,18.30,60,0.00,35.10,60

581,0.00,18.30,60,0.00,35.10,60

598,0.00,18.30,60,0.00,35.10,60

618,0.00,18.30,60,0.00,35.10,60

631,0.00,18.30,60,0.00,35.10,60

648,0.00,18.75,60,0.00,36.00,60

666,0.00,18.75,60,0.00,36.00,60

685,0.00,18.75,60,0.00,36.00,60

701,0.00,18.75,60,0.00,36.00,60

716,0.00,19.20,60,0.00,36.90,60

735,0.00,19.20,60,0.00,36.90,60

748,0.00,19.20,60,0.00,36.90,60

765,0.00,19.20,60,0.00,36.90,60

785,0.00,19.20,60,0.00,36.90,60

798,0.00,19.65,60,0.00,37.80,60

819,0.00,19.65,60,0.00,37.80,60

834,0.00,19.65,60,0.00,37.80,60

848,0.00,19.65,60,0.00,37.80,60

867,0.00,19.65,60,0.00,37.80,60

885,0.00,20.10,60,0.00,38.70,60

898,0.00,20.10,60,0.00,38.70,60

917,0.00,20.10,60,0.00,38.70,60

935,0.00,20.10,60,0.00,38.70,60

949,0.00,20.10,60,0.00,38.70,60

967,0.00,20.55,60,0.00,39.60,60

982,0.00,20.55,60,0.00,39.60,60

999,0.00,20.55,60,0.00,39.60,60

1015,0.00,20.55,60,0.00,39.60,60

1033,0.00,21.00,60,0.00,40.50,60

1048,0.00,21.00,60,0.00,40.50,60

1067,0.00,21.00,60,0.00,40.50,60

1083,0.00,21.00,60,0.00,40.50,60

1099,0.00,21.00,60,0.00,40.50,60

1116,0.00,21.45,60,0.00,41.40,60

1134,0.00,21.45,60,0.00,41.40,60

1150,0.00,21.45,60,0.00,41.40,60

1165,0.00,21.45,60,0.00,41.40,60

1182,0.00,21.90,60,0.00,42.30,60

1200,0.00,21.90,60,0.00,42.30,60

1215,0.00,21.90,60,0.00,42.30,60

1233,0.00,21.90,60,0.00,42.30,60

1248,0.00,21.90,60,0.00,42.30,60

1266,0.00,22.35,60,0.00,43.20,60

1282,0.00,22.35,60,0.00,43.20,60

1298,0.00,22.35,60,0.00,43.20,60

1319,0.00,22.35,60,0.00,43.20,60

1331,0.00,22.80,60,0.00,44.10,60

1349,0.00,22.80,60,0.00,44.10,60

1367,0.00,22.80,60,0.00,44.10,60

1383,0.00,22.80,60,0.00,44.10,60

1401,0.00,22.80,60,0.00,44.10,60

1415,0.00,23.25,60,0.00,45.00,60

1432,0.00,23.25,60,0.00,45.00,60

1449,0.00,23.25,60,0.00,45.00,60

1466,0.00,23.25,60,0.00,45.00,60

1483,0.00,23.25,60,0.00,45.00,60

1498,0.00,23.70,60,0.00,45.90,60

1519,0.00,23.70,60,0.00,45.90,60

1535,0.00,23.70,60,0.00,45.90,60

1548,0.00,23.70,60,0.00,45.90,60

1568,0.00,23.70,60,0.00,45.90,60

1585,0.00,24.15,60,0.00,46.80,60

1600,0.00,24.15,60,0.00,46.80,60

1616,0.00,24.15,60,0.00,46.80,60

1634,0.00,24.15,60,0.00,46.80,60

1649,0.00,24.60,60,0.00,47.70,60

1667,0.00,24.60,60,0.00,47.70,60

1683,0.00,24.60,60,0.00,47.70,60

1700,0.00,24.60,60,0.00,47.70,60

1718,0.00,24.60,60,1.15,47.70,60

1732,0.00,25.05,60,1.15,0.00,60

1749,0.00,25.05,60,1.15,0.00,60

1765,0.00,25.05,60,1.15,0.00,60

1782,0.00,25.05,60,1.15,0.00,60

1798,0.00,25.05,60,1.15,0.00,60

1815,0.00,25.50,60,1.15,37.26,60

1832,0.00,25.50,60,1.15,37.26,60

1850,0.00,25.50,60,1.15,37.26,60

1866,0.00,25.50,60,1.15,37.26,60

1884,0.00,25.95,60,1.15,37.26,60

1899,0.00,25.95,60,1.15,37.81,60

1918,0.00,25.95,60,1.15,37.81,60

1931,0.00,25.95,60,1.15,37.81,60

1950,0.00,26.40,60,1.15,37.81,60

1966,0.00,26.40,60,1.15,38.36,60

1982,0.00,26.40,60,1.15,38.36,60

2001,0.00,26.40,60,1.15,38.36,60

2016,0.00,26.40,60,1.15,38.36,60

2032,0.00,26.85,60,1.15,38.92,60

2050,0.00,26.85,60,1.15,38.92,60

2065,0.00,26.85,60,1.15,38.92,60

2082,0.00,26.85,60,1.15,38.92,60

2102,0.00,26.85,60,1.15,38.92,60

2116,0.00,27.30,60,1.15,39.47,60

2131,0.00,27.30,60,1.15,39.47,60

2150,0.00,27.30,60,1.15,39.47,60

2166,0.00,27.30,60,1.15,39.47,60

2184,0.00,27.75,60,1.15,40.03,60

2199,0.00,27.75,60,1.15,40.03,60

2215,0.00,27.75,60,1.15,40.03,60

2231,0.00,27.75,60,1.15,40.03,60

