0,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

18,1.00,0.00,0.00,1.50,60,1.00,0.00,0.00,1.50,60

35,inputA,outputA,a_adjust,inputB,outputB,b_adjust

49,0.00,1.50,60,0.00,1.50,60

68,0.00,1.50,60,0.00,1.50,60

85,0.00,1.50,60,0.00,1.50,60

101,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

118,10.00,0.00,0.00,1.50,60,10.00,0.00,0.00,1.50,60

135,inputA,outputA,a_adjust,inputB,outputB,b_adjust

152,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

166,10.00,30.00,0.00,1.50,60,10.00,30.00,0.00,1.50,60

185,inputA,outputA,a_adjust,inputB,outputB,b_adjust

201,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

216,10.00,30.00,0.00,1.50,60,10.00,30.00,0.00,1.50,60

236,inputA,outputA,a_adjust,inputB,outputB,b_adjust

250,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

266,10.00,30.00,0.00,1.50,60,10.00,30.00,0.00,3.00,60

285,inputA,outputA,a_adjust,inputB,outputB,b_adjust

302,0.00,1.50,60,0.00,1.50,60

316,0.00,16.95,60,0.00,32.40,60

335,0.00,16.95,60,0.00,32.40,60

349,0.00,16.95,60,0.00,32.40,60

366,0.00,16.95,60,0.00,32.40,60

386,0.00,16.95,60,0.00,32.40,60

400,0.00,17.40,60,0.00,33.30,60

416,0.00,17.40,60,0.00,33.30,60

435,0.00,17.40,60,0.00,33.30,60

448,0.00,17.40,60,0.00,33.30,60

465,0.00,17.85,60,0.00,34.20,60

485,0.00,17.85,60,0.00,34.20,60

500,0.00,17.85,60,0.00,34.20,60

517,0.00,17.85,60,0.00,34.20,60

536,0.00,17.85,60,0.00,34.20,60

549,0.00,18.30,60,0.00,35.10,60

569,0.00,18.30,60,0.00,35.10,60

585,0.00,18.30,60,0.00,35.10,60

602,0.00,18.30,60,0.00,35.10,60

616,0.00,18.75,60,0.00,35.10,60

635,0.00,18.75,60,0.00,36.00,60

649,0.00,18.75,60,0.00,36.00,60

666,0.00,18.75,60,0.00,36.00,60

685,0.00,18.75,60,0.00,36.00,60

699,0.00,19.20,60,0.00,36.00,60

716,0.00,19.20,60,0.00,36.90,60

733,0.00,19.20,60,0.00,36.90,60

750,0.00,19.20,60,0.00,36.90,60

766,0.00,19.65,60,0.00,36.90,60

785,0.00,19.65,60,0.00,36.90,60

799,0.00,19.65,60,0.00,37.80,60

818,0.00,19.65,60,0.00,37.80,60

835,0.00,19.65,60,0.00,37.80,60

852,0.00,20.10,60,0.00,37.80,60

