0,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

21,1.00,0.00,0.00,1.50,60,1.00,0.00,0.00,1.50,60

35,inputA,outputA,a_adjust,inputB,outputB,b_adjust

50,0.00,1.50,60,0.00,1.50,60

67,0.00,1.50,60,0.00,1.50,60

85,0.00,1.50,60,0.00,1.50,60

101,0.00,1.50,60,0.00,1.50,60

117,0.00,1.50,60,0.00,1.50,60

134,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

150,10.00,0.00,0.00,1.50,60,10.00,0.00,0.00,1.50,60

166,inputA,outputA,a_adjust,inputB,outputB,b_adjust

185,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

199,10.00,25.00,0.00,1.50,60,10.00,25.00,0.00,1.50,60

217,inputA,outputA,a_adjust,inputB,outputB,b_adjust

233,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

252,10.00,25.00,0.00,1.50,60,10.00,25.00,0.00,1.50,60

269,inputA,outputA,a_adjust,inputB,outputB,b_adjust

285,KpA,KiA,KdA,setpointA,FEEDFWDA,KpB,KiB,KdB,setpointB,FEEDFWDB

299,10.00,25.00,0.00,2.00,60,10.00,25.00,0.00,2.00,60

317,inputA,outputA,a_adjust,inputB,outputB,b_adjust

334,0.00,1.50,60,0.00,1.50,60

350,0.00,22.00,60,0.00,22.00,60

368,0.00,22.00,60,0.00,22.00,60

386,0.00,22.00,60,0.00,22.00,60

401,0.00,22.00,60,0.00,22.00,60

417,0.00,22.50,60,0.00,22.50,60

435,0.00,22.50,60,0.00,22.50,60

451,0.00,22.50,60,0.00,22.50,60

467,0.00,22.50,60,0.00,22.50,60

485,0.00,23.00,60,0.00,23.00,60

500,0.00,23.00,60,0.00,23.00,60

518,0.00,23.00,60,0.00,23.00,60

535,0.00,23.00,60,0.00,23.00,60

552,0.00,23.00,60,0.00,23.00,60

569,0.00,23.50,60,0.00,23.50,60

585,0.00,23.50,60,0.00,23.50,60

602,0.00,23.50,60,0.00,23.50,60

617,0.00,23.50,60,0.00,23.50,60

636,0.00,24.00,60,0.00,23.50,60

651,0.00,24.00,60,0.00,24.00,60

668,0.00,24.00,60,0.00,24.00,60

683,0.00,24.00,60,0.00,24.00,60

702,0.00,24.00,60,0.00,24.00,60

718,0.00,24.50,60,0.00,24.00,60

734,0.00,24.50,60,0.00,24.50,60

751,0.00,24.50,60,0.00,24.50,60

767,0.00,24.50,60,0.00,24.50,60

786,0.00,25.00,60,0.00,24.50,60

800,0.00,25.00,60,0.00,24.50,60

817,0.00,25.00,60,0.00,25.00,60

835,0.00,25.00,60,0.00,25.00,60

851,0.00,25.00,60,0.00,25.00,60

867,0.00,25.50,60,0.00,25.00,60

886,0.00,25.50,60,0.00,25.50,60

902,0.00,25.50,60,0.00,25.50,60

917,0.00,25.50,60,0.00,25.50,60

936,0.00,26.00,60,0.00,25.50,60

952,0.00,26.00,60,0.00,25.50,60

